#CNES;CNPJ;NO_FANTASIA;UF;MUNICIPIO;DS_TIPO_UNIDADE;ACREDITACAO;ACREDITADORA
9417664;21516281003559;LABORATORIO GERALDO LUSTOSA UNIDADE SANTA LUCIA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7439946;19378769008584;INSTITUTO HERMES PARDINI UNIDADE CASTELO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7146167;21516281002749;LABORATORIO GERALDO LUSTOSA UNIDADE PLANALTO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7962088;19378769009041;HERMES PARDINI BETIM IMAGEM;MG;Betim;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3277178;20810453000190;LABORATORIO SANTA MONICA;MG;Caratinga;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9276807;19378769009394;INSTITUTO HERMES PARDINI FILIAL PEDRO LEOPOLDO;MG;Pedro Leopoldo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9649085;19378769017656;INSTITUTO HERMES PARDINI FILIAL LAGOA SANTA II;MG;Lagoa Santa;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7512147;19378769009122;INSTITUTO HERMES PARDINI LAGOA SANTA I;MG;Lagoa Santa;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9557474;13503479003570;LABCHECAP PARIPE;BA;Salvador;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
9536434;13503479003901;LABCHECAP ALPHAVILLE I;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180241;32637787000606;LABORATORIO SABIN MARES;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7332866;32637787001327;LABORATORIO SABIN DANIEL LISBOA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7379269;13503479002336;LABCHECAP STELLA MARES;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6888550;13503479001283;LABCHECAP PITUBA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9873848;19378769017737;INSTITUTO HERMES PARDINI FILIAL SETE LAGOAS II;MG;Sete Lagoas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9183671;32637787002480;LABORATORIO SABIN;BA;Santo Antônio de Jesus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9565345;13503479003812;LABCHECAP;BA;Simões Filho;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7640358;19404088000135;UNILAB LABORATORIO CLINICO POSTO DE COLETA;MG;Extrema;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9159894;60840055028494;A MEDICINA DIAGNOSTICA;PE;Olinda;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6768873;60840055018936;A MEDICINA DIAGNOSTICA;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9772723;29557777000133;DB DIAGNOSTICOS DO BRASIL;PE;Recife;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
833630;12478186000259;LABORATORIO VICENTE LEMOS;CE;Jardim;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9386173;16422811000110;LABORATORIO VICENTE LEMOS;CE;Juazeiro do Norte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9890521;12478186001735;LABORATORIO DE ANALISES CLINICAS VICENTE LEMOS;CE;Campos Sales;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3190854;12478186000178;VICENTE LEMOS;CE;Crato;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6428169;61486650033430;LABPASTEUR CENTRO DE MEDICINA LABORATORIAL;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5171385;61486650030333;LABPASTEUR;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7843674;718528009238;LABORATORIO SABIN DE ANALISES CLINICAS ATLANTIC;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2053675;1875153000145;UNILAB ATIBAIA;SP;Atibaia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5141133;51394674000400;LABORATORIO DE ANALISES CLINICAS MARLENE SPIR PIRAPOZINHO;SP;Pirapozinho;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2047144;51394674000159;LABORATORIO MARLENE SPIR;SP;Presidente Prudente;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9250980;2325140000831;SABIN;GO;Anápolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6022782;1588888001160;PADRAO LABORATORIO CLINICO;GO;Aparecida de Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9396985;718528003035;LABORATORIO SABIN;GO;Cidade Ocidental;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970814;1588888000511;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7729936;1588888003707;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9205101;18213735000401;LABORATORIO SAO MATHEUS;MT;Mirassol d'Oeste;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9498788;718528013340;LAB SABIN POSTO DE COLETA DE A CLINICAS PADRE BERNARDO;GO;Padre Bernardo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6795773;1588888002131;LABORATORIO PADRAO;GO;Piracanjuba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6295282;718528005160;SABIN MEDICINA DIAGNOSTICA PLANALTINA II;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6517986;718528004945;SABIN MEDICINA DIAGNOSTICA HSF;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3521990;718528002578;SABIN MEDICINA DIAGNOSTICA L2 SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9605576;718528013693;SABIN MEDICINA DIAGNOSTICA JARDIM BOTANICO SOLAR BRASILIA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7612532;718528008266;SABIN MEDICINA DIAGNOSTICA ED ADVANCE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027791;718528001415;SABIN MEDICINA DAGNOSTICA SAMAMBAIA NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9397086;718528012700;SABIN MEDICINA DIAGNOSTICA ESTRUTURAL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7895879;718528010082;SABIN MEDICINA DIAGNOSTICA SIA II;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5368847;718528003620;SABIN MEDICINA DIAGNOSTICA DECK NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7779739;718528001687;SABIN MEDICINA DIAGNOSTICA NUCLEO BANDEIRANTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7771576;718528008932;SABIN MEDICINA DIAGNOSTICA BIOSPHERE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027864;718528002144;SABIN MEDICINA DIAGNOSTICA PLANALTINA I;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9411887;718528012379;SABIN MEDICINA DIAGNOSTICO VEGA IMAGEM;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5617073;718528004279;SABIN MEDICINA DIAGNOSTICA SETOR BANCARIO SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3382486;718528002659;SABIN MEDICINA DIAGNOSTICA MEDICAL CENTER;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7069138;718528006646;SABIN MEDICINA DIAGNOSTICA SUDOESTE CENTRO CLINICO;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6617026;718528005836;SABIN MEDICINA DIAGNOSTICA TAGUATINGA SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6335683;718528005240;SABIN MEDICINA DIAGNOSTICA RECANTO DAS EMAS;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7738838;17778754001222;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9697039;1032209002496;CHECK UP POSTO DE COLETA MEDCOR;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6235166;1032209000604;CHECK UP POSTO DE COLETA PAMPULHA;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5608341;2278625000145;CONFIANCE MEDICINA DIAGNOSTICA JARDIM DO LAGO;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7381964;46043998000617;SABIN MEDICINA DIAGNOSTICA TAQUARAL;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9871578;1613433007279;HEMAC SAO FRANCISCO RIBEIRAO PRETO;SP;Ribeirão Preto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9707042;44649812025556;NOTRE DAME INTERMEDICA SAUDE S A;SP;Cotia;POLICLINICA;PALC;SBPC/ML
9277463;19378769007006;HERMES PARDINI FILIAL VINA NOVA VISTA;MG;Sabará;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9295801;61486650081914;FRISCHMANN AISENGART MED DIAG SITIO CERCADO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3512290;61486650041610;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA SANTA FELICIDADE;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3512312;61486650040649;FRISCHMANN AISENGART MED DIAG TARUMA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3951006;61486650010227;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA UBERABA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3861473;61486650039390;FRISCHMANN AISENGART MED DIAG FAZENDINHA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2691434;76356385000196;SABIN MEDICINA DIAGNOSTICA;SC;Florianópolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9577882;79525507000208;SABIN MEDICINA DIAGNOSTICA COQUEIROS;SC;Florianópolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7485034;79525507000976;SABIN MEDICINA DIAGNOSTICA;SC;Garopaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
853712;21516281003800;LABORATORIO GERALDO LUSTOSA;MG;Santa Luzia;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
2758350;49649239000348;LABORATORIO TAJARA FILIAL SAO JOSE DO RIO PRETO;SP;São José do Rio Preto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9317880;19378769013820;DIGIMAGEM HERMES PARDINI MORUMBI;SP;São Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2673738;61486650028860;LABORATORIO ALVARO;PR;Foz do Iguaçu;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7878400;61486650035807;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS;PR;Foz do Iguaçu;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
927236;61486650103314;LAB GHANEM PSC POPULAR DASA;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7039727;5465560001964;LAB GHANEMZINHO;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5696542;5465560000720;LAB GHANEM PSC VILA NOVA;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9141308;5465560003584;LAB GHANEM PSC AVENTUREIRO;SC;Joinville;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9287302;75317495001158;LABORATORIO SANTO ANTONIO;PR;Maringá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9287353;75317495001662;LABORATORIO SANTO ANTONIO;PR;Maringá;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7992645;45697141001549;QUAGLIA GRUPO SABIN;SP;Jacareí;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6956378;13790573000108;MADP MEDICINA DIAGNOSTICA;PR;Matinhos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9955143;5705576000410;LABORATORIO SAO FRANCISCO;SP;Marília;CONSULTORIO ISOLADO;PALC;SBPC/ML
9511369;61486650034835;ALVARO CENTRO DE ANALISES E PESQUISAS CLINICAS J11;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9976795;61486650092444;LABORATORIO ALVARO BARAO;PR;Cascavel;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7979703;4572038001757;AMARAL COSTA MEDICINA DIAGNOSTICA GUAMA;PA;Belém;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9432086;32834285000586;SOLIM LABORATORIOS;SE;Aracaju;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
5368049;19378769001067;INSTITUTO HERMES PARDINI UNIDADE PAMPULHA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6492495;21516281002234;LABORATORIO GERALDO LUSTOSA UNIDADE SANTA TEREZA;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7799802;19378769010309;INSTITUTO HERMES PARDINI S A FILIAL PALMARES;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7799780;19378769010139;INSTITUTO HERMES PARDINI S A FILIAL CAICARAS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5946824;21516281000967;LABORATORIO GERALDO LUSTOSA UNIDADE SAVASSI;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
465666;19378769020282;HERMES PARDINI FILIAL ORIZONTI;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7662556;19378769007340;INSTITUTO HERMES PARDINI FILIAL CENTRO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7653255;19378769007855;INSTITUTO HERMES PARDINI S A FILIAL JUSTINOPOLIS;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5973821;21516281001343;LABORATORIO GERALDO LUSTOSA UNIDADE OURO PRETO;MG;Belo Horizonte;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7727186;21516281003125;LABORATORIO GERALDO LUSTOSA UNIDADE BETIM;MG;Betim;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9118624;1032209001929;LABORATORIO CHECK UP;MG;Monte Carmelo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5407591;15194004000125;HOSPITAL SANTO AMARO;BA;Salvador;HOSPITAL GERAL;PALC;SBPC/ML
7091745;13503479001526;LABCHECAP RIO VERMELHO;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6596282;13503479001011;LABCHECAP LIBERDADE;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7364458;15194004001016;LABORATORIOS FUNDACAO JOSE SILVEIRA BARRIS;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180330;32637787000860;LABORATORIO SABIN CANELA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180284;32637787000274;LABORATORIO SABIN ITAPOA;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7482302;32637787001599;LABORATORIO SABIN CAMINHO DAS ARVORES;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7229526;13503479001879;LABCHECAP;BA;Salvador;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9316310;19378769009807;INSTITUTO HERMES PARDINI FILIAL RIBEIRAO DAS NEVES;MG;Ribeirão das Neves;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9189955;60840055010102;A MEDICINA DIAGNOSTICA;PE;Jaboatão dos Guararapes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7186223;3804327001852;NUCLEO DE NEGOCIO ALBANO FRANCO;CE;Maracanaú;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
6476554;11935294000160;LABORATORIO DE A CLINICAS VICENTE LEMOS POSTO DE COLETA;CE;Barbalha;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9597468;3804327000619;UN NEG SESI PARANGABA ESCOLA SESI EUZEBIO MOTA ALENCAR;CE;Fortaleza;POLICLINICA;PALC;SBPC/ML
2674564;3804327001933;UNIDADE DE NEGOCIOS SESI CENTRO;CE;Fortaleza;POLICLINICA;PALC;SBPC/ML
9212558;7038425001615;LABORATORIO CLEMENTINO FRAGA;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5366593;7038425000996;POSTO DE COLETA 09;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5171598;61486650030848;LABPASTEUR;CE;Fortaleza;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9400230;718528011720;LABORATORIO SABIN DE ANALISES CLINICAS ADRIANOPOLIS;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7038828;718528006565;LABORATORIO SABIN DE ANALISES CLINICAS VIEIRALVES;AM;Manaus;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9465103;61486650080519;FRISCHMANN AISENGARTMEDICINA DIAGNOSTICA UN AFONSO PENA;PR;São José dos Pinhais;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
791849;1875153000811;UNILAB;SP;Atibaia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9201785;1875153000650;UNILAB;SP;Piracaia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9484329;51394674000582;LABORATORIO MARLENE SPIR UNIDADE CELESTINO FIGUEIREDO;SP;Presidente Prudente;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6520987;718528006050;LABORATORIO SABIN COLETA DE MATERIAL;GO;Anápolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2756293;2325140000165;SABIN MEDICINA DIAGNOSTICA;GO;Anápolis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6338402;61486650033006;ATALAIA MEDICINA DIAGNOSTICO;GO;Aparecida de Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7180608;61486650060674;LABORATORIO ATALAIA;GO;Aparecida de Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970830;1588888001402;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970873;1588888000945;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7956797;1588888004347;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970822;1588888000430;PADRAO LABORATORIO CLINICO;GO;Goiânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9275819;718528005917;LABORATORIO SABIN;GO;Luziânia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9539735;718528005402;LABORATORIO SABIN DE ANALISES CLINICAS;GO;Novo Gama;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7338457;718528006999;SABIN MEDICINA DIAGNOSTICA SAMDEL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027759;718528001920;SABIN MEDICINA DIAGNOSTICA LAGO NORTE;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027732;718528000443;SABIN MEDICINA DIAGNOSTICA GUARA I;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5858372;718528004350;SABIN MEDICINA DIAGNOSTICA LAGO SUL QI 13;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7771746;718528006212;SABIN MEDICINA DIAGNOSTICA SETOR COMERCIAL SUL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9676937;718528014150;SABIN MEDICINA DIAGNOSTICA REAL MIX;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027961;718528001253;SABIN MEDICINA DIAGNOSTICA CEILANDIA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5517702;718528003892;SABIN MEDICINA DIAGNOSTICO CONJUNTO NACIONAL;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9257365;718528011216;SABIN MEDICINA DIAGNOSTICA SHOPPING QUE GAMA;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7738919;17778754001141;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6235212;1032209000442;CHECK UP POSTO DE COLETA MORUMBI;MG;Uberlândia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9277935;19378769006298;INSTITUTO HERMES PARDINI FILIAL VESPASIANO;MG;Vespasiano;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9867414;1875153000900;UNILAB;SP;Bom Jesus dos Perdões;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7104715;2278625001117;CONFIANCE MEDICINA DIAGNOSTICA OROSIMBO MAIA;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9282904;46043998000455;SABIN MEDICINA DIAGNOSTICA AMOREIRAS;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
